"BC49",3322,"2023-11-25",5,6,14,18,22,45,7
"BC49",3323,"2023-11-29",15,21,27,36,42,44,6
"BC49",3324,"2023-12-02",10,17,20,21,26,28,9
"BC49",3325,"2023-12-06",1,9,17,22,44,48,5
