"LOTTO MAX",979,0,"2023-12-01",4,12,15,22,36,44,46,33
"LOTTO MAX",980,0,"2023-12-05",3,4,8,10,38,43,47,18
"LOTTO MAX",981,0,"2023-12-08",8,9,11,23,25,32,34,20
